This is a record of the ancestors of Jesus the Messiah , a descendant of David and of Abraham : ||| Das Buch der Geschichte Jesu Christi , des Sohnes Davids , des Sohnes Abrahams :
And if your handeven your stronger hand causes you to sin , cut it off and throw it away . It is better for you to lose one part of your body than for your whole body to be thrown into hell . ||| Und wenn deine rechte Hand dich straucheln macht , so hau sie ab und wirf sie von dir weg . Denn es ist nützlicher für dich , daß eines deiner Glieder verlorengeht , als daß dein ganzer Leib in die Gehẹnna kommt .
“ You have heard the law that says , ‘ A man can divorce his wife by merely giving her a written notice of divorce . ’ ||| Außerdem ist gesagt worden : ‚ Wer immer sich von seiner Frau scheiden läßt , gebe ihr ein Scheidungszeugnis . ‘
But I say that a man who divorces his wife , unless she has been unfaithful , causes her to commit adultery . And anyone who marries a divorced woman also commits adultery . ||| Doch ich sage euch , daß jeder , der sich von seiner Frau scheiden läßt , ausgenommen wegen Hurerei , sie dem Ehebruch aussetzt , und wer eine Geschiedene heiratet , begeht Ehebruch .
“ You have also heard that our ancestors were told , ‘ You must not break your vows ; you must carry out the vows you make to the L ord . ’ ||| Ferner habt ihr gehört , daß zu denen , die in alten Zeiten lebten , gesagt wurde : ‚ Du sollst nicht schwören , ohne entsprechend zu handeln , sondern du sollst Jehova deine Gelübde bezahlen . ‘
But I say , do not make any vows ! Do not say , ‘ By heaven ! ’ because heaven is God’s throne . ||| Doch ich sage euch : Schwört überhaupt nicht , weder beim Himmel , denn er ist Gottes Thron ,
And do not say , ‘ By the earth ! ’ because the earth is his footstool . And do not say , ‘ By Jerusalem ! ’ for Jerusalem is the city of the great King . ||| noch bei der Erde , denn sie ist der Schemel seiner Füße , noch bei Jerusalem , denn es ist die Stadt des großen Königs .
Do not even say , ‘ By my head ! ’ for you can’t turn one hair white or black . ||| Auch bei deinem Haupt sollst du nicht schwören , denn du kannst nicht ein einziges Haar weiß oder schwarz machen .
Just say a simple , ‘ Yes , I will , ’ or ‘ No , I won’t . ’ Anything beyond this is from the evil one . ||| Euer Wort Ja bedeute einfach ja , euer Nein nein ; denn was darüber hinausgeht , ist von dem , der böse ist .
“ You have heard the law that says the punishment must match the injury : ‘ An eye for an eye , and a tooth for a tooth . ’ ||| Ihr habt gehört , daß gesagt wurde : ‚ Auge um Auge und Zahn um Zahn . ‘
But I say , do not resist an evil person ! If someone slaps you on the right cheek , offer the other cheek also . ||| Doch ich sage euch : Widersteht nicht dem , der böse ist , sondern wenn dich jemand auf deine rechte Wange schlägt , so wende ihm auch die andere zu .
If you are sued in court and your shirt is taken from you , give your coat , too . ||| Und wenn jemand mit dir vor Gericht gehen und dein inneres Kleid in Besitz nehmen will , so überlasse ihm auch dein äußeres Kleid ;
If a soldier demands that you carry his gear for a mile , carry it two miles . ||| und wenn jemand mit Befugnis dich für eine Meile zum Dienst zwingt , so gehe mit ihm zwei Meilen .
Give to those who ask , and don’t turn away from those who want to borrow . ||| Gib dem , der dich bittet , und wende dich nicht von dem ab , der [ zinslos ] von dir borgen will .
“ You have heard the law that says , ‘ Love your neighbor ’ and hate your enemy . ||| Ihr habt gehört , daß gesagt wurde : ‚ Du sollst deinen Nächsten lieben und deinen Feind hassen . ‘
But I say , love your enemies ! Pray for those who persecute you ! ||| Doch ich sage euch : Fahrt fort , eure Feinde zu lieben und für die zu beten , die euch verfolgen ,
In that way , you will be acting as true children of your Father in heaven . For he gives his sunlight to both the evil and the good , and he sends rain on the just and the unjust alike . ||| damit ihr euch als Söhne eures Vaters erweist , der in den Himmeln ist , da er seine Sonne über Böse und Gute aufgehen und es über Gerechte und Ungerechte regnen läßt .
If you love only those who love you , what reward is there for that ? Even corrupt tax collectors do that much . ||| Denn wenn ihr die liebt , die euch lieben , welchen Lohn habt ihr ? Tun nicht auch die Steuereinnehmer dasselbe ?
If you are kind only to your friends , how are you different from anyone else ? Even pagans do that . ||| Und wenn ihr nur eure Brüder grüßt , was tut ihr da Besonderes ? Handeln nicht auch die Leute von den Nationen ebenso ?
But you are to be perfect , even as your Father in heaven is perfect . ||| Ihr sollt demnach vollkommen sein , wie euer himmlischer Vater vollkommen ist .
“ Watch out ! Don’t do your good deeds publicly , to be admired by others , for you will lose the reward from your Father in heaven . ||| Achtet gut darauf , daß ihr eure Gerechtigkeit nicht vor den Menschen übt , um von ihnen beobachtet zu werden ; sonst werdet ihr keinen Lohn bei eurem Vater haben , der in den Himmeln ist .
When you give to someone in need , don’t do as the hypocrites doblowing trumpets in the synagogues and streets to call attention to their acts of charity ! I tell you the truth , they have received all the reward they will ever get . ||| Wenn du also Gaben der Barmherzigkeit spendest , so posaune nicht vor dir her , wie es die Heuchler in den Synagogen und auf den Straßen tun , damit sie von den Menschen verherrlicht werden . Wahrlich , ich sage euch : Sie haben bereits ihren vollen Lohn .
But when you give to someone in need , don’t let your left hand know what your right hand is doing . ||| Du aber , wenn du Gaben der Barmherzigkeit spendest , so laß deine linke Hand nicht wissen , was deine rechte tut ,
Give your gifts in private , and your Father , who sees everything , will reward you . ||| damit deine Gaben der Barmherzigkeit im Verborgenen seien ; dann wird dein Vater , der im Verborgenen zusieht , dir vergelten .
“ When you pray , don’t be like the hypocrites who love to pray publicly on street corners and in the synagogues where everyone can see them . I tell you the truth , that is all the reward they will ever get . ||| Und wenn ihr betet , sollt ihr nicht wie die Heuchler sein ; denn sie beten gern stehend in den Synagogen und an den Ecken der breiten Straßen , um von den Menschen gesehen zu werden . Wahrlich , ich sage euch : Sie haben bereits ihren vollen Lohn .
But when you pray , go away by yourself , shut the door behind you , and pray to your Father in private . Then your Father , who sees everything , will reward you . ||| Du hingegen , wenn du betest , geh in deinen Privatraum , und nachdem du deine Tür geschlossen hast , bete zu deinem Vater , der im Verborgenen ist ; dann wird dein Vater , der im Verborgenen zusieht , dir vergelten .
“ When you pray , don’t babble on and on as people of other religions do . They think their prayers are answered merely by repeating their words again and again . ||| Wenn ihr aber betet , sagt nicht immer und immer wieder dasselbe wie die Leute von den Nationen , denn sie meinen , daß sie erhört werden , weil sie viele Worte machen .
Don’t be like them , for your Father knows exactly what you need even before you ask him ! ||| So macht euch ihnen nicht gleich , denn Gott , euer Vater , weiß , welche Dinge ihr benötigt , schon ehe ihr ihn überhaupt bittet .
Pray like this : Our Father in heaven , may your name be kept holy . ||| Ihr sollt daher auf folgende Weise beten : , Unser Vater in den Himmeln , dein Name werde geheiligt .
May your Kingdom come soon . May your will be done on earth , as it is in heaven . ||| Dein Königreich komme . Dein Wille geschehe wie im Himmel so auch auf der Erde .
Give us today the food we need , ||| Gib uns heute unser Brot für diesen Tag ;
and forgive us our sins , as we have forgiven those who sin against us . ||| und vergib uns unsere Schulden , wie auch wir unseren Schuldnern vergeben haben .
And don’t let us yield to temptation , but rescue us from the evil one . ||| Und bringe uns nicht in Versuchung , sondern befreie uns von dem , der böse ist . ‘
“ If you forgive those who sin against you , your heavenly Father will forgive you . ||| Denn wenn ihr den Menschen ihre Verfehlungen vergebt , wird euer himmlischer Vater auch euch vergeben ;
But if you refuse to forgive others , your Father will not forgive your sins . ||| wenn ihr aber den Menschen ihre Verfehlungen nicht vergebt , wird euer Vater eure Verfehlungen auch nicht vergeben .
“ And when you fast , don’t make it obvious , as the hypocrites do , for they try to look miserable and disheveled so people will admire them for their fasting . I tell you the truth , that is the only reward they will ever get . ||| Hört auf , wenn ihr fastet , ein trübseliges Gesicht zu machen wie die Heuchler , denn sie verstellen ihr Gesicht , um den Menschen als Fastende zu erscheinen . Wahrlich , ich sage euch : Sie haben bereits ihren vollen Lohn .
But when you fast , comb your hair and wash your face . ||| Du aber , wenn du fastest , öle dein Haupt und wasche dein Gesicht ,
Then no one will notice that you are fasting , except your Father , who knows what you do in private . And your Father , who sees everything , will reward you . ||| damit du nicht den Menschen als ein Fastender erscheinst , sondern deinem Vater , der im Verborgenen ist ; dann wird dein Vater , der im Verborgenen zusieht , dir vergelten .
“ Don’t store up treasures here on earth , where moths eat them and rust destroys them , and where thieves break in and steal . ||| Hört auf , euch Schätze auf der Erde aufzuhäufen , wo Motte und Rost [ sie ] verzehren und wo Diebe einbrechen und stehlen .
Store your treasures in heaven , where moths and rust cannot destroy , and thieves do not break in and steal . ||| Häuft euch vielmehr Schätze im Himmel auf , wo weder Motte noch Rost [ sie ] verzehren und wo Diebe nicht einbrechen und stehlen .
Wherever your treasure is , there the desires of your heart will also be . ||| Denn wo dein Schatz ist , da wird auch dein Herz sein .
“ Your eye is a lamp that provides light for your body . When your eye is good , your whole body is filled with light . ||| Die Lampe des Leibes ist das Auge . Wenn nun dein Auge lauter ist , so wird dein ganzer Leib licht sein ;
But when your eye is bad , your whole body is filled with darkness . And if the light you think you have is actually darkness , how deep that darkness is ! ||| wenn aber dein Auge böse ist , so wird dein ganzer Leib finster sein . Wenn in Wirklichkeit das Licht , das in dir ist , Finsternis ist , wie groß ist diese Finsternis !
“ No one can serve two masters . For you will hate one and love the other ; you will be devoted to one and despise the other . You cannot serve both God and money . ||| Niemand kann ein Sklave zweier Herren sein ; denn entweder wird er den einen hassen und den anderen lieben , oder er wird sich zu dem einen halten und den anderen verachten . Ihr könnt nicht Sklaven Gottes und des Reichtums sein .
“ That is why I tell you not to worry about everyday lifewhether you have enough food and drink , or enough clothes to wear . Isn’t life more than food , and your body more than clothing ? ||| Deswegen sage ich euch : Hört auf , euch Sorgen zu machen um eure Seele über das , was ihr essen oder was ihr trinken werdet , oder um euren Leib über das , was ihr anziehen werdet . Bedeutet die Seele nicht mehr als die Speise und der Leib [ mehr ] als die Kleidung ?
